	leading razor protein	identifier	Cellular component (annotation)	Cellular component (ID)	source
8061	Q9Y678	COPG1~Q9Y678	Golgi apparatus	GO:0005794	UniProt
8062	Q9Y678	COPG1~Q9Y678	Golgi membrane	GO:0000139	UniProt
8063	Q9Y678	COPG1~Q9Y678	transport vesicle	GO:0030133	UniProt
8064	Q9Y696	CLIC4~Q9Y696	actin cytoskeleton	GO:0015629	UniProt
8065	Q9Y696	CLIC4~Q9Y696	apical part of cell	GO:0045177	UniProt
8066	Q9Y696	CLIC4~Q9Y696	cell surface	GO:0009986	UniProt
8067	Q9Y696	CLIC4~Q9Y696	cell-cell junction	GO:0005911	UniProt
8068	Q9Y696	CLIC4~Q9Y696	centrosome	GO:0005813	UniProt
8069	Q9Y696	CLIC4~Q9Y696	chloride channel complex	GO:0034707	UniProt
8070	Q9Y696	CLIC4~Q9Y696	cytoplasm	GO:0005737	UniProt
8071	Q9Y696	CLIC4~Q9Y696	cytoplasmic vesicle membrane	GO:0030659	UniProt
8072	Q9Y696	CLIC4~Q9Y696	cytosol	GO:0005829	UniProt
8073	Q9Y696	CLIC4~Q9Y696	extracellular exosome	GO:0070062	UniProt
8074	Q9Y696	CLIC4~Q9Y696	membrane	GO:0016020	UniProt
8075	Q9Y696	CLIC4~Q9Y696	microvillus	GO:0005902	UniProt
8076	Q9Y696	CLIC4~Q9Y696	midbody	GO:0030496	UniProt
8077	Q9Y696	CLIC4~Q9Y696	mitochondrion	GO:0005739	UniProt
8078	Q9Y696	CLIC4~Q9Y696	nuclear matrix	GO:0016363	UniProt
8079	Q9Y696	CLIC4~Q9Y696	perinuclear region of cytoplasm	GO:0048471	UniProt
8080	Q9Y696	CLIC4~Q9Y696	plasma membrane	GO:0005886	UniProt
8081	Q9Y6B6	SAR1B~Q9Y6B6	COPII vesicle coat	GO:0030127	UniProt
8082	Q9Y6B6	SAR1B~Q9Y6B6	cytosol	GO:0005829	UniProt
8083	Q9Y6B6	SAR1B~Q9Y6B6	endoplasmic reticulum exit site	GO:0070971	UniProt
8084	Q9Y6B6	SAR1B~Q9Y6B6	endoplasmic reticulum membrane	GO:0005789	UniProt
8085	Q9Y6B6	SAR1B~Q9Y6B6	ER to Golgi transport vesicle membrane	GO:0012507	UniProt
8086	Q9Y6B6	SAR1B~Q9Y6B6	Golgi cisterna membrane	GO:0032580	UniProt
8087	Q9Y6B6	SAR1B~Q9Y6B6	lysosomal membrane	GO:0005765	UniProt
8088	Q9Y6C9	MTCH2~Q9Y6C9	membrane	GO:0016020	UniProt
8089	Q9Y6C9	MTCH2~Q9Y6C9	mitochondrial outer membrane	GO:0005741	UniProt
8090	Q9Y6C9	MTCH2~Q9Y6C9	mitochondrion	GO:0005739	UniProt
8091	Q9Y6C9	MTCH2~Q9Y6C9	nucleus	GO:0005634	UniProt
8092	Q9Y6L6	SLCO1B1~Q9Y6L6	basal plasma membrane	GO:0009925	UniProt
8093	Q9Y6L6	SLCO1B1~Q9Y6L6	basolateral plasma membrane	GO:0016323	UniProt
8094	Q9Y6L6	SLCO1B1~Q9Y6L6	membrane	GO:0016020	UniProt
8095	Q9Y6L6	SLCO1B1~Q9Y6L6	plasma membrane	GO:0005886	UniProt
8096	Q9Y6M5	SLC30A1~Q9Y6M5	basolateral plasma membrane	GO:0016323	UniProt
8097	Q9Y6M5	SLC30A1~Q9Y6M5	cytoplasm	GO:0005737	UniProt
8098	Q9Y6M5	SLC30A1~Q9Y6M5	cytoplasmic vesicle membrane	GO:0030659	UniProt
8099	Q9Y6M5	SLC30A1~Q9Y6M5	dendrite	GO:0030425	UniProt
8100	Q9Y6M5	SLC30A1~Q9Y6M5	endoplasmic reticulum	GO:0005783	UniProt
8101	Q9Y6M5	SLC30A1~Q9Y6M5	glutamatergic postsynaptic density	GO:0099573	UniProt
8102	Q9Y6M5	SLC30A1~Q9Y6M5	Golgi apparatus	GO:0005794	UniProt
8103	Q9Y6M5	SLC30A1~Q9Y6M5	nuclear membrane	GO:0031965	UniProt
8104	Q9Y6M5	SLC30A1~Q9Y6M5	plasma membrane	GO:0005886	UniProt
8105	Q9Y6M5	SLC30A1~Q9Y6M5	postsynaptic density membrane	GO:0098839	UniProt
8106	Q9Y6M5	SLC30A1~Q9Y6M5	postsynaptic density, intracellular component	GO:0099092	UniProt
8107	Q9Y6M5	SLC30A1~Q9Y6M5	Schaffer collateral - CA1 synapse	GO:0098685	UniProt
8108	Q9Y6M5	SLC30A1~Q9Y6M5	T-tubule	GO:0030315	UniProt
8109	R4GNH3	PSMC3~R4GNH3	cytoplasm	GO:0005737	UniProt
8110	R4GNH3	PSMC3~R4GNH3	nucleus	GO:0005634	UniProt
8111	R4GNH3	PSMC3~R4GNH3	proteasome regulatory particle, base subcomplex	GO:0008540	UniProt
8112	A0A024R4K9	TMEM120A~A0A024R4K9	nuclear inner membrane	GO:0005637	UniProt
8113	A0A024R4K9	TMEM120A~A0A024R4K9	plasma membrane	GO:0005886	UniProt
8114	A0A067XG54	ATP11C~A0A067XG54	endoplasmic reticulum	GO:0005783	UniProt
8115	A0A067XG54	ATP11C~A0A067XG54	plasma membrane	GO:0005886	UniProt
8116	A0A067XG54	ATP11C~A0A067XG54	recycling endosome	GO:0055037	UniProt
8117	A0A075B6I4	IGLV10-54~A0A075B6I4	extracellular space	GO:0005615	UniProt
8118	A0A075B6I4	IGLV10-54~A0A075B6I4	immunoglobulin complex	GO:0019814	UniProt
8119	A0A075B6I4	IGLV10-54~A0A075B6I4	plasma membrane	GO:0005886	UniProt
8120	A0A087WUV8	BSG~A0A087WUV8	axon	GO:0030424	UniProt
8121	A0A087WUV8	BSG~A0A087WUV8	basolateral plasma membrane	GO:0016323	UniProt
8122	A0A087WUV8	BSG~A0A087WUV8	endoplasmic reticulum membrane	GO:0005789	UniProt
8123	A0A087WUV8	BSG~A0A087WUV8	lateral plasma membrane	GO:0016328	UniProt
8124	Q13148	TARDBP~Q13148	cytoplasmic stress granule	GO:0010494	UniProt
8125	Q13148	TARDBP~Q13148	interchromatin granule	GO:0035061	UniProt
8126	Q13148	TARDBP~Q13148	intracellular non-membrane-bounded organelle	GO:0043232	UniProt
8127	Q13148	TARDBP~Q13148	mitochondrion	GO:0005739	UniProt
8128	Q13148	TARDBP~Q13148	nuclear speck	GO:0016607	UniProt
8129	Q13148	TARDBP~Q13148	nucleoplasm	GO:0005654	UniProt
8130	Q13148	TARDBP~Q13148	nucleus	GO:0005634	UniProt
8131	Q13148	TARDBP~Q13148	perichromatin fibrils	GO:0005726	UniProt
8132	A0A087WXU0	RMND1~A0A087WXU0	mitochondrion	GO:0005739	UniProt
8133	A0A087X2E5	IDH3B~A0A087X2E5	mitochondrion	GO:0005739	UniProt
8134	A0A0A0MQU4	SCLY~A0A0A0MQU4	cytosol	GO:0005829	UniProt
8135	A0A0A0MQU4	SCLY~A0A0A0MQU4	Golgi apparatus	GO:0005794	UniProt
8136	M0R3F1	HNRNPUL1~M0R3F1	nucleoplasm	GO:0005654	UniProt
8137	A0A0A0MRN4	ZNF326~A0A0A0MRN4	DBIRD complex	GO:0044609	UniProt
8138	A0A0A0MRN4	ZNF326~A0A0A0MRN4	intracellular membrane-bounded organelle	GO:0043231	UniProt
8139	A0A0A0MRN4	ZNF326~A0A0A0MRN4	nucleoplasm	GO:0005654	UniProt
8140	A0A0A0MS15	IGHV3-49~A0A0A0MS15	blood microparticle	GO:0072562	UniProt
8141	A0A0A0MS15	IGHV3-49~A0A0A0MS15	immunoglobulin complex	GO:0019814	UniProt
8142	A0A0A0MS15	IGHV3-49~A0A0A0MS15	plasma membrane	GO:0005886	UniProt
8143	A0A0B4J1Y8	IGLV9-49~A0A0B4J1Y8	extracellular space	GO:0005615	UniProt
8144	A0A0B4J1Y8	IGLV9-49~A0A0B4J1Y8	immunoglobulin complex	GO:0019814	UniProt
8145	A0A0B4J1Y8	IGLV9-49~A0A0B4J1Y8	plasma membrane	GO:0005886	UniProt
8146	A0A0B4J216	NADSYN1~A0A0B4J216	cytoplasm	GO:0005737	UniProt
8147	A0A0B4J2B5	IGHV3OR16-9~A0A0B4J2B5	blood microparticle	GO:0072562	UniProt
8148	A0A0B4J2B5	IGHV3OR16-9~A0A0B4J2B5	immunoglobulin complex	GO:0019814	UniProt
8149	A0A0B4J2B5	IGHV3OR16-9~A0A0B4J2B5	plasma membrane	GO:0005886	UniProt
8150	A0A0C4DGA2	ECI2~A0A0C4DGA2	intracellular membrane-bounded organelle	GO:0043231	UniProt
8151	A0A0C4DGA2	ECI2~A0A0C4DGA2	mitochondrion	GO:0005739	UniProt
8152	A0A0C4DGA2	ECI2~A0A0C4DGA2	peroxisomal matrix	GO:0005782	UniProt
8153	A0A0C4DGA2	ECI2~A0A0C4DGA2	peroxisome	GO:0005777	UniProt
8154	A0A0C4DH36	IGHV3-38~A0A0C4DH36	blood microparticle	GO:0072562	UniProt
8155	A0A0C4DH36	IGHV3-38~A0A0C4DH36	immunoglobulin complex	GO:0019814	UniProt
8156	A0A0C4DH36	IGHV3-38~A0A0C4DH36	plasma membrane	GO:0005886	UniProt
8157	A0A0C4DH68	IGKV2-24~A0A0C4DH68	extracellular space	GO:0005615	UniProt
8158	A0A0C4DH68	IGKV2-24~A0A0C4DH68	immunoglobulin complex	GO:0019814	UniProt
8159	A0A0C4DH68	IGKV2-24~A0A0C4DH68	plasma membrane	GO:0005886	UniProt
8160	A0A0G2JL69	C2~A0A0G2JL69	classical-complement-pathway C3/C5 convertase complex	GO:0005601	UniProt
8161	A0A0G2JL69	C2~A0A0G2JL69	extracellular exosome	GO:0070062	UniProt
8162	A0A0G2JLD8	SSBP1~A0A0G2JLD8	mitochondrial nucleoid	GO:0042645	UniProt
8163	A0A0G2JRQ6	None~A0A0G2JRQ6	extracellular space	GO:0005615	UniProt
8164	A0A0J9YY99	None~A0A0J9YY99	blood microparticle	GO:0072562	UniProt
8165	A0A0J9YY99	None~A0A0J9YY99	immunoglobulin complex	GO:0019814	UniProt
8166	A0A0J9YY99	None~A0A0J9YY99	plasma membrane	GO:0005886	UniProt
8167	A0A1B0GV75	CPT2~A0A1B0GV75	mitochondrial inner membrane	GO:0005743	UniProt
8168	A0A1B0GV75	CPT2~A0A1B0GV75	mitochondrion	GO:0005739	UniProt
8169	A0A1B0GV75	CPT2~A0A1B0GV75	nucleolus	GO:0005730	UniProt
8170	A0A1B0GV75	CPT2~A0A1B0GV75	nucleoplasm	GO:0005654	UniProt
8171	A0A1W2PR66	SLC35A3~A0A1W2PR66	Golgi membrane	GO:0000139	UniProt
8172	A0A1W2PP57	PIGT~A0A1W2PP57	GPI-anchor transamidase complex	GO:0042765	UniProt
8173	Q5SRN7	HLA-A~Q5SRN7	external side of plasma membrane	GO:0009897	UniProt
8174	Q5SRN7	HLA-A~Q5SRN7	extracellular space	GO:0005615	UniProt
8175	A0A2R8Y7X9	None~A0A2R8Y7X9	blood microparticle	GO:0072562	UniProt
8176	A0A2R8Y7X9	None~A0A2R8Y7X9	haptoglobin-hemoglobin complex	GO:0031838	UniProt
8177	A0A2R8Y7X9	None~A0A2R8Y7X9	hemoglobin complex	GO:0005833	UniProt
8178	A0A3B3IRS7	LMBRD1~A0A3B3IRS7	lysosomal membrane	GO:0005765	UniProt
8179	A0A3B3IS57	MCM4~A0A3B3IS57	chromosome	GO:0005694	UniProt
8180	A0A3B3IS57	MCM4~A0A3B3IS57	MCM complex	GO:0042555	UniProt
8181	A0A3B3IS57	MCM4~A0A3B3IS57	nucleoplasm	GO:0005654	UniProt
8182	B4DKB2	ECE1~B4DKB2	plasma membrane	GO:0005886	UniProt
8183	A0A3B3ISR3	HTT~A0A3B3ISR3	cytoplasm	GO:0005737	UniProt
8184	P51589	CYP2J2~P51589	cytoplasm	GO:0005737	UniProt
8185	P51589	CYP2J2~P51589	endoplasmic reticulum membrane	GO:0005789	UniProt
8186	P51589	CYP2J2~P51589	extracellular exosome	GO:0070062	UniProt
8187	P51589	CYP2J2~P51589	intracellular membrane-bounded organelle	GO:0043231	UniProt
8188	A0A494C1L5	LRBA~A0A494C1L5	cytosol	GO:0005829	UniProt
8189	A0A494C1L5	LRBA~A0A494C1L5	membrane	GO:0016020	UniProt
8190	D6RDA2	DEK~D6RDA2	nucleus	GO:0005634	UniProt
8191	A0A499FJE1	BOLA2B~A0A499FJE1	cytosol	GO:0005829	UniProt
8192	A0A499FJE1	BOLA2B~A0A499FJE1	nucleus	GO:0005634	UniProt
8193	A0A590UJ56	CUL1~A0A590UJ56	SCF ubiquitin ligase complex	GO:0019005	UniProt
8194	A0A5F9UJX7	SDF4~A0A5F9UJX7	endoplasmic reticulum	GO:0005783	UniProt
8195	A0A5F9UJX7	SDF4~A0A5F9UJX7	Golgi apparatus	GO:0005794	UniProt
8196	A0A5F9UJX7	SDF4~A0A5F9UJX7	Golgi lumen	GO:0005796	UniProt
8197	A0A5F9ZH72	ADK~A0A5F9ZH72	cytosol	GO:0005829	UniProt
8198	A0A5F9ZH72	ADK~A0A5F9ZH72	nucleus	GO:0005634	UniProt
8199	A0A5F9ZHX8	ARSL~A0A5F9ZHX8	Golgi apparatus	GO:0005794	UniProt
8200	A0A5F9ZHX8	ARSL~A0A5F9ZHX8	membrane	GO:0016020	UniProt
8201	H0YH69	ETNK1~H0YH69	cytoplasm	GO:0005737	UniProt
8202	A0A669KAX3	WFS1~A0A669KAX3	endoplasmic reticulum	GO:0005783	UniProt
8203	A0A669KAX3	WFS1~A0A669KAX3	membrane	GO:0016020	UniProt
8204	H0YAB0	LMNA~H0YAB0	intermediate filament	GO:0005882	UniProt
8205	H0YAB0	LMNA~H0YAB0	nuclear envelope	GO:0005635	UniProt
8206	H0YAB0	LMNA~H0YAB0	nuclear lamina	GO:0005652	UniProt
8207	Q9NVM4	PRMT7~Q9NVM4	cytosol	GO:0005829	UniProt
8208	Q9NVM4	PRMT7~Q9NVM4	fibrillar center	GO:0001650	UniProt
8209	Q9NVM4	PRMT7~Q9NVM4	nucleoplasm	GO:0005654	UniProt
8210	Q9NVM4	PRMT7~Q9NVM4	nucleus	GO:0005634	UniProt
8211	C9J592	RAB7A~C9J592	autophagosome membrane	GO:0000421	UniProt
8212	C9J592	RAB7A~C9J592	late endosome membrane	GO:0031902	UniProt
8213	C9J592	RAB7A~C9J592	lysosomal membrane	GO:0005765	UniProt
8214	C9J592	RAB7A~C9J592	melanosome membrane	GO:0033162	UniProt
8215	C9J592	RAB7A~C9J592	mitochondrial membrane	GO:0031966	UniProt
8216	C9J592	RAB7A~C9J592	phagocytic vesicle membrane	GO:0030670	UniProt
8217	D6RBW8	G3BP2~D6RBW8	cytosol	GO:0005829	UniProt
8218	D6RBW8	G3BP2~D6RBW8	ribonucleoprotein complex	GO:1990904	UniProt
8219	A0A7I2V404	RIPK1~A0A7I2V404	cytoplasm	GO:0005737	UniProt
8220	A0A7I2V4N2	NONO~A0A7I2V4N2	nucleus	GO:0005634	UniProt
8221	A0A7I2V5R1	NEK9~A0A7I2V5R1	centrosome	GO:0005813	UniProt
8222	A0A7I2V5R1	NEK9~A0A7I2V5R1	cytoplasm	GO:0005737	UniProt
8223	A0A7P0T9R9	CRAT~A0A7P0T9R9	peroxisome	GO:0005777	UniProt
8224	Q5T1J1	SIGMAR1~Q5T1J1	cytoplasmic vesicle	GO:0031410	UniProt
8225	Q5T1J1	SIGMAR1~Q5T1J1	endoplasmic reticulum membrane	GO:0005789	UniProt
8226	Q5T1J1	SIGMAR1~Q5T1J1	lipid droplet	GO:0005811	UniProt
8227	Q5T1J1	SIGMAR1~Q5T1J1	nuclear inner membrane	GO:0005637	UniProt
8228	Q5T1J1	SIGMAR1~Q5T1J1	nuclear outer membrane	GO:0005640	UniProt
8229	Q5T1J1	SIGMAR1~Q5T1J1	postsynaptic density membrane	GO:0098839	UniProt
8230	A0A7P0TA76	ACSL3~A0A7P0TA76	endoplasmic reticulum	GO:0005783	UniProt
8231	A0A7P0TA76	ACSL3~A0A7P0TA76	lipid droplet	GO:0005811	UniProt
8232	A0A7P0TA76	ACSL3~A0A7P0TA76	plasma membrane	GO:0005886	UniProt
8233	A0A7P0TAL9	EIF2AK2~A0A7P0TAL9	cytosol	GO:0005829	UniProt
8234	A0A7P0TAL9	EIF2AK2~A0A7P0TAL9	nucleus	GO:0005634	UniProt
8235	A0A7P0Z497	PPIB~A0A7P0Z497	cytosol	GO:0005829	UniProt
8236	A0A7P0Z497	PPIB~A0A7P0Z497	endoplasmic reticulum	GO:0005783	UniProt
8237	A0A7P0Z497	PPIB~A0A7P0Z497	nucleoplasm	GO:0005654	UniProt
8238	A0A7P0Z497	PPIB~A0A7P0Z497	plasma membrane	GO:0005886	UniProt
8239	Q5H928	HSD17B10~Q5H928	cytosol	GO:0005829	UniProt
8240	Q5H928	HSD17B10~Q5H928	mitochondrion	GO:0005739	UniProt
8241	A0A804HIV7	EMD~A0A804HIV7	endoplasmic reticulum	GO:0005783	UniProt
8242	A0A804HIV7	EMD~A0A804HIV7	nuclear inner membrane	GO:0005637	UniProt
8243	A0A804HIV7	EMD~A0A804HIV7	nuclear membrane	GO:0031965	UniProt
8244	A0A804HIV7	EMD~A0A804HIV7	spindle	GO:0005819	UniProt
8245	A0A8C8KCK5	ACSL5~A0A8C8KCK5	endoplasmic reticulum	GO:0005783	UniProt
8246	A0A8C8KCK5	ACSL5~A0A8C8KCK5	membrane	GO:0016020	UniProt
8247	A0A8C8KCK5	ACSL5~A0A8C8KCK5	mitochondrion	GO:0005739	UniProt
8248	A0A8I5KX20	CYB5B~A0A8I5KX20	mitochondrial outer membrane	GO:0005741	UniProt
8249	A0A8I5KYN2	LARP7~A0A8I5KYN2	nucleoplasm	GO:0005654	UniProt
8250	A0A8I5KYN2	LARP7~A0A8I5KYN2	ribonucleoprotein complex	GO:1990904	UniProt
8251	A0A8I5KW61	None~A0A8I5KW61	extracellular space	GO:0005615	UniProt
8252	A0A8I5QKN0	HS2ST1~A0A8I5QKN0	Golgi apparatus	GO:0005794	UniProt
8253	A0A8I5QKN0	HS2ST1~A0A8I5QKN0	membrane	GO:0016020	UniProt
8254	E7EPW2	MRPS25~E7EPW2	mitochondrion	GO:0005739	UniProt
8255	E7EPW2	MRPS25~E7EPW2	ribonucleoprotein complex	GO:1990904	UniProt
8256	E7EPW2	MRPS25~E7EPW2	ribosome	GO:0005840	UniProt
8257	A0A8Q3SID6	C5~A0A8Q3SID6	extracellular space	GO:0005615	UniProt
8258	B7WNQ9	GATA1~B7WNQ9	nucleoplasm	GO:0005654	UniProt
8259	A0A8Q3WKT7	C8A~A0A8Q3WKT7	extracellular space	GO:0005615	UniProt
8260	A0A8Q3WKT7	C8A~A0A8Q3WKT7	membrane attack complex	GO:0005579	UniProt
8261	A0A8V8TNV9	SLC39A7~A0A8V8TNV9	Golgi apparatus	GO:0005794	UniProt
8262	A0A8V8TNV9	SLC39A7~A0A8V8TNV9	membrane	GO:0016020	UniProt
8263	A0A8V8TM28	TCIRG1~A0A8V8TM28	plasma membrane	GO:0005886	UniProt
8264	A0A8V8TM28	TCIRG1~A0A8V8TM28	vacuolar proton-transporting V-type ATPase, V0 domain	GO:0000220	UniProt
8265	A0A8V8TM71	TRNT1~A0A8V8TM71	mitochondrion	GO:0005739	UniProt
8266	A0A8V8TM72	SFXN3~A0A8V8TM72	membrane	GO:0016020	UniProt
8267	A0A8V8TM72	SFXN3~A0A8V8TM72	mitochondrion	GO:0005739	UniProt
8268	A0A994J5B0	CAMK2D~A0A994J5B0	sarcolemma	GO:0042383	UniProt
8269	A0A994J5B0	CAMK2D~A0A994J5B0	sarcoplasmic reticulum membrane	GO:0033017	UniProt
8270	A0A8V8TPL1	FCGR3A~A0A8V8TPL1	plasma membrane	GO:0005886	UniProt
8271	A0A8V8TPY8	PLD3~A0A8V8TPY8	early endosome membrane	GO:0031901	UniProt
8272	A0A8V8TPY8	PLD3~A0A8V8TPY8	endoplasmic reticulum membrane	GO:0005789	UniProt
8273	A0A8V8TPY8	PLD3~A0A8V8TPY8	Golgi membrane	GO:0000139	UniProt
8274	A0A8V8TPY8	PLD3~A0A8V8TPY8	late endosome membrane	GO:0031902	UniProt
8275	A0A8V8TPY8	PLD3~A0A8V8TPY8	lysosomal lumen	GO:0043202	UniProt
8276	A0A8V8TRG9	MTOR~A0A8V8TRG9	nucleus	GO:0005634	UniProt
8277	A0A8V8TRG9	MTOR~A0A8V8TRG9	TORC1 complex	GO:0031931	UniProt
8278	A0A8V8TRG9	MTOR~A0A8V8TRG9	TORC2 complex	GO:0031932	UniProt
8279	A0A994J4N4	UBTF~A0A994J4N4	nucleus	GO:0005634	UniProt
8280	Q96S52	PIGS~Q96S52	endoplasmic reticulum membrane	GO:0005789	UniProt
8281	Q96S52	PIGS~Q96S52	GPI-anchor transamidase complex	GO:0042765	UniProt
8282	Q96S52	PIGS~Q96S52	membrane	GO:0016020	UniProt
8283	A0AA34QVI2	PPP4R2~A0AA34QVI2	protein phosphatase 4 complex	GO:0030289	UniProt
8284	F2Z2V0	CPNE1~F2Z2V0	nuclear membrane	GO:0031965	UniProt
8285	F2Z2V0	CPNE1~F2Z2V0	nucleoplasm	GO:0005654	UniProt
8286	F2Z2V0	CPNE1~F2Z2V0	plasma membrane	GO:0005886	UniProt
8287	B4DZG7	ARL1~B4DZG7	Golgi apparatus	GO:0005794	UniProt
8288	B5MC98	PREB~B5MC98	endoplasmic reticulum membrane	GO:0005789	UniProt
8289	B5MC98	PREB~B5MC98	nucleus	GO:0005634	UniProt
8290	E9PS53	HBS1L~E9PS53	cytoplasm	GO:0005737	UniProt
8291	B7ZKJ8	ITIH4~B7ZKJ8	extracellular region	GO:0005576	UniProt
8292	E9PNW0	NAP1L4~E9PNW0	chromatin	GO:0000785	UniProt
8293	E9PNW0	NAP1L4~E9PNW0	nucleus	GO:0005634	UniProt
8294	C9JLU1	POLR2H~C9JLU1	RNA polymerase I complex	GO:0005736	UniProt
8295	C9JLU1	POLR2H~C9JLU1	RNA polymerase II, core complex	GO:0005665	UniProt
8296	C9JLU1	POLR2H~C9JLU1	RNA polymerase III complex	GO:0005666	UniProt
8297	C9JW74	MEST~C9JW74	membrane	GO:0016020	UniProt
8298	C9JW74	MEST~C9JW74	mitochondrion	GO:0005739	UniProt
8299	E9PGB1	CTBP1~E9PGB1	nucleus	GO:0005634	UniProt
8300	E5RG44	TRIQK~E5RG44	endoplasmic reticulum membrane	GO:0005789	UniProt
8301	E7ESL0	MRPL22~E7ESL0	mitochondrial large ribosomal subunit	GO:0005762	UniProt
8302	E7EV01	CAPN5~E7EV01	cytoplasm	GO:0005737	UniProt
8303	E9PJM3	FBXO3~E9PJM3	cytosol	GO:0005829	UniProt
8304	E9PJM3	FBXO3~E9PJM3	nucleoplasm	GO:0005654	UniProt
8305	E9PK89	RAB3IL1~E9PK89	Golgi to plasma membrane transport vesicle	GO:0070319	UniProt
8306	E9PPY3	RRP8~E9PPY3	chromatin silencing complex	GO:0005677	UniProt
8307	E9PPY3	RRP8~E9PPY3	nucleolus	GO:0005730	UniProt
8308	E9PPY3	RRP8~E9PPY3	rDNA heterochromatin	GO:0033553	UniProt
8309	F5H0M4	LPCAT3~F5H0M4	membrane	GO:0016020	UniProt
8310	F5H1Y3	FEN1~F5H1Y3	cytoplasm	GO:0005737	UniProt
8311	F5H1Y3	FEN1~F5H1Y3	nucleus	GO:0005634	UniProt
8312	F6U0C2	SELENOT~F6U0C2	endoplasmic reticulum membrane	GO:0005789	UniProt
8313	F8W733	BABAM2~F8W733	BRCA1-A complex	GO:0070531	UniProt
8314	F8W733	BABAM2~F8W733	BRISC complex	GO:0070552	UniProt
8315	F8W733	BABAM2~F8W733	cytosol	GO:0005829	UniProt
8316	F8W8Z9	TOMM5~F8W8Z9	mitochondrial outer membrane translocase complex	GO:0005742	UniProt
8317	F8W8Z9	TOMM5~F8W8Z9	mitochondrion	GO:0005739	UniProt
8318	F8WDV0	IPO11~F8WDV0	cytosol	GO:0005829	UniProt
8319	F8WDV0	IPO11~F8WDV0	nuclear envelope	GO:0005635	UniProt
8320	G3V529	DDX24~G3V529	nucleolus	GO:0005730	UniProt
8321	G3XA94	TIMMDC1~G3XA94	membrane	GO:0016020	UniProt
8322	G3XA94	TIMMDC1~G3XA94	mitochondrion	GO:0005739	UniProt
8323	H0UI06	COX7A2~H0UI06	mitochondrial respiratory chain complex IV	GO:0005751	UniProt
8324	H0Y2Y8	ZYX~H0Y2Y8	actin cytoskeleton	GO:0015629	UniProt
8325	H0Y2Y8	ZYX~H0Y2Y8	cytosol	GO:0005829	UniProt
8326	H0Y2Y8	ZYX~H0Y2Y8	focal adhesion	GO:0005925	UniProt
8327	H0Y2Y8	ZYX~H0Y2Y8	plasma membrane	GO:0005886	UniProt
8328	H0Y2Y8	ZYX~H0Y2Y8	stress fiber	GO:0001725	UniProt
8329	Q5QPK2	DPM1~Q5QPK2	endoplasmic reticulum membrane	GO:0005789	UniProt
8330	H0YAC1	None~H0YAC1	extracellular region	GO:0005576	UniProt
8331	I3L252	TKFC~I3L252	cytosol	GO:0005829	UniProt
8332	H0YJV2	SPTLC2~H0YJV2	membrane	GO:0016020	UniProt
8333	H0YJV2	SPTLC2~H0YJV2	serine C-palmitoyltransferase complex	GO:0017059	UniProt
8334	H0YMZ1	PSMA4~H0YMZ1	cytosol	GO:0005829	UniProt
8335	H0YMZ1	PSMA4~H0YMZ1	intracellular membrane-bounded organelle	GO:0043231	UniProt
8336	H0YMZ1	PSMA4~H0YMZ1	nucleoplasm	GO:0005654	UniProt
8337	H0YMZ1	PSMA4~H0YMZ1	proteasome core complex, alpha-subunit complex	GO:0019773	UniProt
8338	H3BLV9	SRPK1~H3BLV9	cytosol	GO:0005829	UniProt
8339	H3BLV9	SRPK1~H3BLV9	nucleoplasm	GO:0005654	UniProt
8340	H3BLV9	SRPK1~H3BLV9	plasma membrane	GO:0005886	UniProt
8341	H3BN98	None~H3BN98	endoplasmic reticulum	GO:0005783	UniProt
8342	H3BN98	None~H3BN98	ribonucleoprotein complex	GO:1990904	UniProt
8343	H3BN98	None~H3BN98	ribosome	GO:0005840	UniProt
8344	H3BN98	None~H3BN98	Sec61 translocon complex	GO:0005784	UniProt
8345	H3BR35	GSPT1~H3BR35	translation release factor complex	GO:0018444	UniProt
8346	H7C3X5	STX5~H7C3X5	Golgi membrane	GO:0000139	UniProt
8347	H7C3X5	STX5~H7C3X5	SNARE complex	GO:0031201	UniProt
8348	I3L0K7	TRAP1~I3L0K7	mitochondrial inner membrane	GO:0005743	UniProt
8349	I3L0K7	TRAP1~I3L0K7	mitochondrion	GO:0005739	UniProt
8350	I3L0K7	TRAP1~I3L0K7	nucleoplasm	GO:0005654	UniProt
8351	I3L2X8	PITPNA~I3L2X8	cytoplasm	GO:0005737	UniProt
8352	I3L531	NUBP1~I3L531	cytosol	GO:0005829	UniProt
8353	Q14197	MRPL58~Q14197	mitochondrial inner membrane	GO:0005743	UniProt
8354	Q14197	MRPL58~Q14197	mitochondrial large ribosomal subunit	GO:0005762	UniProt
8355	Q14197	MRPL58~Q14197	mitochondrial matrix	GO:0005759	UniProt
8356	Q14197	MRPL58~Q14197	mitochondrion	GO:0005739	UniProt
8357	Q14197	MRPL58~Q14197	nucleoplasm	GO:0005654	UniProt
8358	Q14197	MRPL58~Q14197	plasma membrane	GO:0005886	UniProt
8359	J3KS22	DCXR~J3KS22	membrane	GO:0016020	UniProt
8360	J3KTL2	SRSF1~J3KTL2	cytoplasm	GO:0005737	UniProt
8361	J3KTL2	SRSF1~J3KTL2	nucleus	GO:0005634	UniProt
8362	J3QLR8	MRPS23~J3QLR8	mitochondrion	GO:0005739	UniProt
8363	J3QLR8	MRPS23~J3QLR8	ribosome	GO:0005840	UniProt
